precision,recall,f1,hub_recovery,kendall_tau,N,T,T_N,trial,preprocess,method
0.6153846153846154,0.064,0.11594202898550725,0.0,0.13045296387957267,50,100,2.0,0,Oracle,LASSO
0.171875,0.176,0.17391304347826086,0.2,0.09370306804565944,50,100,2.0,0,Estimated(PCA),OLS
0.5,0.04,0.07407407407407407,0.2,0.1306194261716917,50,100,2.0,0,Estimated(PCA),LASSO
0.09944751381215469,0.144,0.11764705882352941,0.0,0.07880125225640987,50,100,2.0,1,Raw,OLS
0.25,0.016,0.03007518796992481,0.0,-0.03299434874611602,50,100,2.0,1,Raw,LASSO
0.16551724137931034,0.192,0.17777777777777778,0.2,0.010866085720786995,50,100,2.0,1,Oracle,OLS
0.3333333333333333,0.024,0.04477611940298507,0.2,0.011664334033100084,50,100,2.0,1,Oracle,LASSO
0.1415929203539823,0.128,0.13445378151260504,0.0,-0.14091016137281012,50,100,2.0,1,Estimated(PCA),OLS
0.0,0.0,0.0,0.0,0.09636283604710932,50,100,2.0,1,Estimated(PCA),LASSO
0.14102564102564102,0.264,0.18384401114206128,0.4,0.02719451618488167,50,100,2.0,2,Raw,OLS
0.14285714285714285,0.016,0.02877697841726619,0.0,-0.150589954534878,50,100,2.0,2,Raw,LASSO
0.17037037037037037,0.184,0.17692307692307693,0.0,0.008000016000048002,50,100,2.0,2,Oracle,OLS
0.2857142857142857,0.016,0.030303030303030304,0.0,0.07465634914084229,50,100,2.0,2,Oracle,LASSO
0.11711711711711711,0.104,0.11016949152542373,0.0,-0.10352014976899789,50,100,2.0,2,Estimated(PCA),OLS
0.0,0.0,0.0,0.0,-0.32723646638259074,50,100,2.0,2,Estimated(PCA),LASSO
0.11811023622047244,0.24,0.158311345646438,0.0,0.08240900006069482,50,100,2.0,3,Raw,OLS
0.26666666666666666,0.032,0.05714285714285714,0.0,0.013623312649352822,50,100,2.0,3,Raw,LASSO
0.1968503937007874,0.2,0.1984126984126984,0.2,0.07287246674755048,50,100,2.0,3,Oracle,OLS
0.5714285714285714,0.032,0.06060606060606061,0.2,0.14402737131492765,50,100,2.0,3,Oracle,LASSO
0.18333333333333332,0.176,0.17959183673469387,0.2,-0.006250084772775058,50,100,2.0,3,Estimated(PCA),OLS
0.5,0.016,0.031007751937984496,0.2,0.028626657946493203,50,100,2.0,3,Estimated(PCA),LASSO
0.10970464135021098,0.208,0.143646408839779,0.2,0.2516197132762012,50,100,2.0,4,Raw,OLS
0.16666666666666666,0.008,0.015267175572519083,0.2,0.18052653806094401,50,100,2.0,4,Raw,LASSO
0.24,0.24,0.24,0.0,0.038481609525507235,50,100,2.0,4,Oracle,OLS
0.2222222222222222,0.016,0.029850746268656716,0.2,0.0531177914593942,50,100,2.0,4,Oracle,LASSO
0.2,0.184,0.19166666666666668,0.2,0.02107388813981191,50,100,2.0,4,Estimated(PCA),OLS
0.2,0.008,0.015384615384615385,0.0,-0.12067239049977778,50,100,2.0,4,Estimated(PCA),LASSO
0.11695906432748537,0.16,0.13513513513513514,0.2,0.20513927037943194,50,100,2.0,5,Raw,OLS
0.1111111111111111,0.008,0.014925373134328358,0.2,0.2091740444729034,50,100,2.0,5,Raw,LASSO
0.136,0.136,0.136,0.2,0.01625366750861714,50,100,2.0,5,Oracle,OLS
0.0,0.0,0.0,0.0,-0.2784196787540664,50,100,2.0,5,Oracle,LASSO
0.11016949152542373,0.104,0.10699588477366255,0.0,-0.044022016513762044,50,100,2.0,5,Estimated(PCA),OLS
0.0,0.0,0.0,0.2,-0.07726907218679935,50,100,2.0,5,Estimated(PCA),LASSO
0.15789473684210525,0.192,0.17328519855595667,0.2,0.09816425562475743,50,100,2.0,6,Raw,OLS
0.1111111111111111,0.008,0.014925373134328358,0.0,-0.21578949213343435,50,100,2.0,6,Raw,LASSO
0.18120805369127516,0.216,0.19708029197080293,0.2,0.23163808897878574,50,100,2.0,6,Oracle,OLS
0.5,0.032,0.06015037593984962,0.0,-0.05710197229528502,50,100,2.0,6,Oracle,LASSO
0.1865671641791045,0.2,0.19305019305019305,0.2,0.23363263950547813,50,100,2.0,6,Estimated(PCA),OLS
0.2857142857142857,0.016,0.030303030303030304,0.2,-0.00548459817385793,50,100,2.0,6,Estimated(PCA),LASSO
0.10091743119266056,0.176,0.1282798833819242,0.2,0.11675779887089373,50,100,2.0,7,Raw,OLS
0.3076923076923077,0.032,0.057971014492753624,0.0,-0.037025840261522974,50,100,2.0,7,Raw,LASSO
0.10476190476190476,0.088,0.09565217391304348,0.0,0.011197322261240325,50,100,2.0,7,Oracle,OLS
0.25,0.016,0.03007518796992481,0.0,-0.0940473055100482,50,100,2.0,7,Oracle,LASSO
0.12173913043478261,0.112,0.11666666666666667,0.2,-0.022886127290828756,50,100,2.0,7,Estimated(PCA),OLS
0.0,0.0,0.0,0.0,-0.002647077829433269,50,100,2.0,7,Estimated(PCA),LASSO
0.18352059925093633,0.392,0.25,0.4,0.41728411311865227,50,250,5.0,0,Raw,OLS
0.5,0.016,0.031007751937984496,0.0,-0.12374264047222851,50,250,5.0,0,Raw,LASSO
0.3028169014084507,0.344,0.32209737827715357,0.4,0.2668681996560178,50,250,5.0,0,Oracle,OLS
0.8181818181818182,0.072,0.1323529411764706,0.0,0.1909567616983672,50,250,5.0,0,Oracle,LASSO
0.2923076923076923,0.304,0.2980392156862745,0.4,0.1971424045522579,50,250,5.0,0,Estimated(PCA),OLS
1.0,0.048,0.0916030534351145,0.0,-0.00837133402351067,50,250,5.0,0,Estimated(PCA),LASSO
0.1398176291793313,0.368,0.2026431718061674,0.0,0.2673584498369798,50,250,5.0,1,Raw,OLS
0.6666666666666666,0.064,0.11678832116788321,0.2,0.19791274613649143,50,250,5.0,1,Raw,LASSO
0.3,0.336,0.3169811320754717,0.2,0.38842746591770577,50,250,5.0,1,Oracle,OLS
0.75,0.072,0.13138686131386862,0.4,0.18415095206458365,50,250,5.0,1,Oracle,LASSO
0.2907801418439716,0.328,0.3082706766917293,0.2,0.2894126400404368,50,250,5.0,1,Estimated(PCA),OLS
0.5714285714285714,0.032,0.06060606060606061,0.0,-0.034740102417446905,50,250,5.0,1,Estimated(PCA),LASSO
0.12777777777777777,0.368,0.18969072164948453,0.4,0.2001981679400926,50,250,5.0,2,Raw,OLS
0.45454545454545453,0.04,0.07352941176470588,0.0,0.15975185791268537,50,250,5.0,2,Raw,LASSO
0.34459459459459457,0.408,0.37362637362637363,0.4,0.358281773800786,50,250,5.0,2,Oracle,OLS
0.7857142857142857,0.088,0.15827338129496402,0.2,-0.005677037936865532,50,250,5.0,2,Oracle,LASSO
0.32857142857142857,0.368,0.3471698113207547,0.4,0.23571897864644267,50,250,5.0,2,Estimated(PCA),OLS
0.625,0.04,0.07518796992481203,0.0,-0.022928838679781804,50,250,5.0,2,Estimated(PCA),LASSO
0.12797619047619047,0.344,0.18655097613882862,0.2,0.2774755864740622,50,250,5.0,3,Raw,OLS
0.38461538461538464,0.04,0.07246376811594203,0.2,0.10656877236982279,50,250,5.0,3,Raw,LASSO
0.32075471698113206,0.408,0.3591549295774648,0.2,0.18625088085653452,50,250,5.0,3,Oracle,OLS
0.8888888888888888,0.064,0.11940298507462686,0.0,0.14393208008351976,50,250,5.0,3,Oracle,LASSO
0.2986111111111111,0.344,0.31970260223048325,0.4,0.10855698963941231,50,250,5.0,3,Estimated(PCA),OLS
0.6363636363636364,0.056,0.10294117647058823,0.2,0.08594128804180488,50,250,5.0,3,Estimated(PCA),LASSO
0.13218390804597702,0.368,0.1945031712473573,0.2,0.04617468410822228,50,250,5.0,4,Raw,OLS
0.45,0.072,0.12413793103448276,0.0,-0.06736794929202353,50,250,5.0,4,Raw,LASSO
0.30994152046783624,0.424,0.3581081081081081,0.0,0.09517528393228705,50,250,5.0,4,Oracle,OLS
0.75,0.072,0.13138686131386862,0.4,0.033265179777707,50,250,5.0,4,Oracle,LASSO
0.2727272727272727,0.384,0.31893687707641194,0.2,-0.037229708592542016,50,250,5.0,4,Estimated(PCA),OLS
0.6,0.024,0.046153846153846156,0.2,0.017231217860033024,50,250,5.0,4,Estimated(PCA),LASSO
0.12078651685393259,0.344,0.1787941787941788,0.4,0.14046918289566734,50,250,5.0,5,Raw,OLS
0.375,0.024,0.045112781954887216,0.2,0.25682978499687,50,250,5.0,5,Raw,LASSO
0.31901840490797545,0.416,0.3611111111111111,0.2,0.2810878536835597,50,250,5.0,5,Oracle,OLS
0.625,0.04,0.07518796992481203,0.2,0.1514634492892204,50,250,5.0,5,Oracle,LASSO
0.3018867924528302,0.384,0.3380281690140845,0.0,0.23655941887767895,50,250,5.0,5,Estimated(PCA),OLS
0.75,0.024,0.046511627906976744,0.0,-0.03213741340720576,50,250,5.0,5,Estimated(PCA),LASSO
0.10681818181818181,0.376,0.1663716814159292,0.0,0.014109289804121572,50,250,5.0,6,Raw,OLS
0.3076923076923077,0.032,0.057971014492753624,0.0,-0.1930524408908594,50,250,5.0,6,Raw,LASSO
0.2484076433121019,0.312,0.2765957446808511,0.2,0.10121030055442151,50,250,5.0,6,Oracle,OLS
0.8,0.032,0.06153846153846154,0.0,0.04278870292037866,50,250,5.0,6,Oracle,LASSO
0.2805755395683453,0.312,0.29545454545454547,0.0,0.1361346872598248,50,250,5.0,6,Estimated(PCA),OLS
1.0,0.064,0.12030075187969924,0.4,0.1410301352749706,50,250,5.0,6,Estimated(PCA),LASSO
0.1037463976945245,0.288,0.15254237288135594,0.2,0.08294460094098212,50,250,5.0,7,Raw,OLS
0.4166666666666667,0.04,0.072992700729927,0.0,0.08850760952980369,50,250,5.0,7,Raw,LASSO
0.19753086419753085,0.256,0.2229965156794425,0.0,0.21377464488659353,50,250,5.0,7,Oracle,OLS
0.5,0.024,0.04580152671755725,0.0,-0.09836317477625037,50,250,5.0,7,Oracle,LASSO
0.2426470588235294,0.264,0.25287356321839083,0.2,0.26391472473376915,50,250,5.0,7,Estimated(PCA),OLS
0.3333333333333333,0.016,0.030534351145038167,0.0,-0.15068401242319204,50,250,5.0,7,Estimated(PCA),LASSO
0.13114754098360656,0.448,0.2028985507246377,0.2,0.290099917564805,50,500,10.0,0,Raw,OLS
0.8333333333333334,0.08,0.145985401459854,0.2,0.13899215759203978,50,500,10.0,0,Raw,LASSO
0.37438423645320196,0.608,0.4634146341463415,0.2,0.2411201346800599,50,500,10.0,0,Oracle,OLS
0.75,0.072,0.13138686131386862,0.0,0.19640196181483882,50,500,10.0,0,Oracle,LASSO
0.38181818181818183,0.504,0.43448275862068964,0.0,0.23425586666302273,50,500,10.0,0,Estimated(PCA),OLS
0.7692307692307693,0.08,0.14492753623188406,0.4,0.2391252183556692,50,500,10.0,0,Estimated(PCA),LASSO
0.10703363914373089,0.56,0.1797175866495507,0.4,0.38452962908485155,50,500,10.0,1,Raw,OLS
0.7692307692307693,0.08,0.14492753623188406,0.4,0.2640712639922097,50,500,10.0,1,Raw,LASSO
0.3556701030927835,0.552,0.43260188087774293,0.4,0.3455610443041334,50,500,10.0,1,Oracle,OLS
0.875,0.112,0.19858156028368795,0.0,0.10181538778315792,50,500,10.0,1,Oracle,LASSO
0.36585365853658536,0.48,0.41522491349480967,0.2,0.19332396814272898,50,500,10.0,1,Estimated(PCA),OLS
0.8823529411764706,0.12,0.2112676056338028,0.0,0.08791475385898492,50,500,10.0,1,Estimated(PCA),LASSO
0.10671256454388985,0.496,0.17563739376770537,0.0,0.40622940769139293,50,500,10.0,2,Raw,OLS
0.75,0.12,0.20689655172413793,0.2,0.23414142305851335,50,500,10.0,2,Raw,LASSO
0.4161490683229814,0.536,0.46853146853146854,0.4,0.175708540218643,50,500,10.0,2,Oracle,OLS
0.9,0.144,0.2482758620689655,0.0,0.2073796333104049,50,500,10.0,2,Oracle,LASSO
0.4046242774566474,0.56,0.4697986577181208,0.4,0.20157569084787888,50,500,10.0,2,Estimated(PCA),OLS
0.9166666666666666,0.088,0.16058394160583941,0.0,0.14702918819107147,50,500,10.0,2,Estimated(PCA),LASSO
0.11380880121396054,0.6,0.1913265306122449,0.0,0.4172307221210698,50,500,10.0,3,Raw,OLS
0.9545454545454546,0.168,0.2857142857142857,0.2,0.3311029837445188,50,500,10.0,3,Raw,LASSO
0.41148325358851673,0.688,0.5149700598802395,0.6,0.3838799043891933,50,500,10.0,3,Oracle,OLS
0.9444444444444444,0.136,0.23776223776223776,0.0,0.25961380759612607,50,500,10.0,3,Oracle,LASSO
0.41708542713567837,0.664,0.5123456790123457,0.4,0.28330063228723223,50,500,10.0,3,Estimated(PCA),OLS
0.8947368421052632,0.136,0.2361111111111111,0.0,0.1702119959144081,50,500,10.0,3,Estimated(PCA),LASSO
0.1279527559055118,0.52,0.20537124802527645,0.0,0.3869246315952741,50,500,10.0,4,Raw,OLS
0.7333333333333333,0.088,0.15714285714285714,0.2,0.14075249716873411,50,500,10.0,4,Raw,LASSO
0.44375,0.568,0.4982456140350877,0.4,0.5009541915887336,50,500,10.0,4,Oracle,OLS
0.9411764705882353,0.128,0.22535211267605634,0.0,0.3386266065585741,50,500,10.0,4,Oracle,LASSO
0.39375,0.504,0.4421052631578947,0.2,0.3863494067374876,50,500,10.0,4,Estimated(PCA),OLS
0.8823529411764706,0.12,0.2112676056338028,0.0,0.25762181047985633,50,500,10.0,4,Estimated(PCA),LASSO
0.11459968602825746,0.584,0.19160104986876642,0.4,0.3974215863379235,50,500,10.0,5,Raw,OLS
0.6428571428571429,0.072,0.12949640287769784,0.2,0.1762038157650645,50,500,10.0,5,Raw,LASSO
0.38596491228070173,0.528,0.44594594594594594,0.4,0.23824790680171445,50,500,10.0,5,Oracle,OLS
1.0,0.136,0.23943661971830985,0.4,0.3689330310001776,50,500,10.0,5,Oracle,LASSO
0.38271604938271603,0.496,0.43205574912891986,0.2,0.3051792825029229,50,500,10.0,5,Estimated(PCA),OLS
0.9,0.072,0.13333333333333333,0.4,0.12553924091733631,50,500,10.0,5,Estimated(PCA),LASSO
0.14285714285714285,0.576,0.2289348171701113,0.2,0.44823106430927123,50,500,10.0,6,Raw,OLS
0.7333333333333333,0.088,0.15714285714285714,0.2,0.24514859510659925,50,500,10.0,6,Raw,LASSO
0.4484848484848485,0.592,0.5103448275862069,0.2,0.2394183544946699,50,500,10.0,6,Oracle,OLS
1.0,0.12,0.21428571428571427,0.2,0.29424698378910286,50,500,10.0,6,Oracle,LASSO
0.40939597315436244,0.488,0.44525547445255476,0.0,0.13753756481439972,50,500,10.0,6,Estimated(PCA),OLS
1.0,0.088,0.16176470588235295,0.4,0.3256586847019376,50,500,10.0,6,Estimated(PCA),LASSO
0.09985315712187959,0.544,0.1687344913151365,0.2,0.2723045588476837,50,500,10.0,7,Raw,OLS
0.6666666666666666,0.128,0.21476510067114093,0.0,0.17396459456468188,50,500,10.0,7,Raw,LASSO
0.39303482587064675,0.632,0.48466257668711654,0.2,0.4258801385256294,50,500,10.0,7,Oracle,OLS
0.875,0.112,0.19858156028368795,0.2,0.3434220022636617,50,500,10.0,7,Oracle,LASSO
0.4222222222222222,0.608,0.49836065573770494,0.4,0.2785850744746417,50,500,10.0,7,Estimated(PCA),OLS
0.9,0.072,0.13333333333333333,0.4,0.14278977072160506,50,500,10.0,7,Estimated(PCA),LASSO
