lambda_NIO,lambda_ann_pct,N,T,T/N,trial,t_oracle,t_ols,t_lasso
0.005,15.874507866387544,50,100,2.0,32,7.737054853143355,,0.5959512081741245
0.005,15.874507866387544,50,100,2.0,33,5.541914791441807,,3.8536151426512366
0.005,15.874507866387544,50,100,2.0,34,11.717492134966175,,2.2201318078260543
0.005,15.874507866387544,50,100,2.0,35,6.568399389631819,,-2.2784380013719536
0.005,15.874507866387544,50,100,2.0,36,10.983697491899978,,1.6281179040819076
0.005,15.874507866387544,50,100,2.0,37,10.363767073708251,,1.0665123822814908
0.005,15.874507866387544,50,100,2.0,38,14.973867694639267,,1.7643290862189402
0.005,15.874507866387544,50,100,2.0,39,9.121884586403477,,-1.254662170525646
0.005,15.874507866387544,50,100,2.0,40,12.462327584742004,,1.260037601371781
0.005,15.874507866387544,50,100,2.0,41,8.397592067049562,,0.23702827863204126
0.005,15.874507866387544,50,100,2.0,42,3.9827806332594333,,0.23420962911292664
0.005,15.874507866387544,50,100,2.0,43,17.394149347010128,,0.23867310801259953
0.005,15.874507866387544,50,100,2.0,44,8.492469784883118,,-1.1986686424613486
0.005,15.874507866387544,50,100,2.0,45,11.938183939235945,,0.5180971328386351
0.005,15.874507866387544,50,100,2.0,46,11.917513920854525,,2.325674520230948
0.005,15.874507866387544,50,100,2.0,47,9.41680305921925,,1.1284788364407696
0.005,15.874507866387544,50,100,2.0,48,5.217903972890561,,3.8916377637018122
0.005,15.874507866387544,50,100,2.0,49,11.358293211985014,,-0.12660973529223224
0.005,15.874507866387544,50,250,5.0,0,4.695325769295073,,-0.7599744259976624
0.005,15.874507866387544,50,250,5.0,1,3.5423825658579826,,0.6956520626158573
0.005,15.874507866387544,50,250,5.0,2,4.587769486881872,,1.3577100475306032
0.005,15.874507866387544,50,250,5.0,3,6.538160995924164,,-0.3227484064844897
0.005,15.874507866387544,50,250,5.0,4,4.660266263690046,,2.787268179821421
0.005,15.874507866387544,50,250,5.0,5,3.62584394204817,,-0.6516002109162187
0.005,15.874507866387544,50,250,5.0,6,4.168829422326497,,3.1759530559712625
0.005,15.874507866387544,50,250,5.0,7,6.477846244986869,,3.286959050360362
0.005,15.874507866387544,50,250,5.0,8,0.5434603155690556,,3.216477677855506
0.005,15.874507866387544,50,250,5.0,9,9.536559589956996,,1.2398494233970185
0.005,15.874507866387544,50,250,5.0,10,4.10686601252479,,-0.32690564212125994
0.005,15.874507866387544,50,250,5.0,11,3.426496441724797,,3.1151253491035
0.005,15.874507866387544,50,250,5.0,12,3.0753331554836403,,-0.7187891410092048
0.005,15.874507866387544,50,250,5.0,13,3.6820914554250495,,1.1509516368739217
0.005,15.874507866387544,50,250,5.0,14,2.862066169230997,,-0.7627509299290517
0.005,15.874507866387544,50,250,5.0,15,6.575150195247334,,-0.04821745684409808
0.005,15.874507866387544,50,250,5.0,16,7.537134935159686,,2.1340884058919825
0.005,15.874507866387544,50,250,5.0,17,2.504483045438202,,0.18530255056010164
0.005,15.874507866387544,50,250,5.0,18,7.49862011342146,,1.822059718827597
0.005,15.874507866387544,50,250,5.0,19,1.0738423304479026,,-0.823942604704577
0.005,15.874507866387544,50,250,5.0,20,2.0093079159234115,,0.4837455346902777
0.005,15.874507866387544,50,250,5.0,21,8.510110989266625,,0.3143773009677109
0.005,15.874507866387544,50,250,5.0,22,4.142336694566977,,3.5093192151170194
0.005,15.874507866387544,50,250,5.0,23,3.266979455532656,,2.124107546096796
0.005,15.874507866387544,50,250,5.0,24,-0.9851409072306818,,-2.1228013358216775
0.005,15.874507866387544,50,250,5.0,25,5.889712627056187,,0.8101362846146916
0.005,15.874507866387544,50,250,5.0,26,2.939869051225012,,-0.43072679071153497
0.005,15.874507866387544,50,250,5.0,27,4.153398929613815,,1.572077470553583
0.005,15.874507866387544,50,250,5.0,28,4.336462680544465,,1.2071409479008992
0.005,15.874507866387544,50,250,5.0,29,3.50491234269429,,2.6846260858893984
0.005,15.874507866387544,50,250,5.0,30,2.66900074947615,,3.185982794719237
0.005,15.874507866387544,50,250,5.0,31,5.75507545856226,,0.5483636559779085
0.005,15.874507866387544,50,250,5.0,32,5.224592352423417,,1.2032671771328596
0.005,15.874507866387544,50,250,5.0,33,7.339700000424474,,1.823697273948504
0.005,15.874507866387544,50,250,5.0,34,4.652305016360637,,-0.7390105626975895
0.005,15.874507866387544,50,250,5.0,35,4.98419284383444,,-0.501900964576964
0.005,15.874507866387544,50,250,5.0,36,2.005281411405041,,1.259443528430847
0.005,15.874507866387544,50,250,5.0,37,2.5276035520866538,,-2.283551790257751
0.005,15.874507866387544,50,250,5.0,38,4.05619184256218,,1.8208370888167547
0.005,15.874507866387544,50,250,5.0,39,4.961263964829914,,1.0797828688326496
0.005,15.874507866387544,50,250,5.0,40,2.8321537506678607,,-0.05556046044189876
0.005,15.874507866387544,50,250,5.0,41,2.908464634996056,,1.367053596466795
0.005,15.874507866387544,50,250,5.0,42,2.7792384553921035,,1.8990098586755952
0.005,15.874507866387544,50,250,5.0,43,6.7205357422394245,,2.306598502102061
0.005,15.874507866387544,50,250,5.0,44,3.5719553901640673,,1.529060657788574
0.005,15.874507866387544,50,250,5.0,45,9.407884759747157,,0.05587433558084056
0.005,15.874507866387544,50,250,5.0,46,4.863377889589107,,1.3931031809076164
0.005,15.874507866387544,50,250,5.0,47,3.4519941184483947,,0.03219632557548846
0.005,15.874507866387544,50,250,5.0,48,2.4905023209666557,,3.445108293145709
0.005,15.874507866387544,50,250,5.0,49,6.8849821389207815,,-0.49662589233489246
0.005,15.874507866387544,50,500,10.0,0,0.04287237969680266,,1.2574936529268121
0.005,15.874507866387544,50,500,10.0,1,2.1045738221094576,,-0.8537973166478815
0.005,15.874507866387544,50,500,10.0,2,0.18320626274266505,,0.5448749074375872
0.005,15.874507866387544,50,500,10.0,3,0.6956352962179739,,0.9185216478604412
0.005,15.874507866387544,50,500,10.0,4,0.9811639153788625,,0.326678108543769
0.005,15.874507866387544,50,500,10.0,5,1.2585309595722993,,0.5623858676889297
0.005,15.874507866387544,50,500,10.0,6,0.8338954130555266,,-0.16253622070526394
0.005,15.874507866387544,50,500,10.0,7,-0.19509586591881697,,-3.8157931388738393
0.005,15.874507866387544,50,500,10.0,8,-0.8877995747531026,,0.6528020779013769
0.005,15.874507866387544,50,500,10.0,9,-0.36484131579925366,,0.0033089424958286854
0.005,15.874507866387544,50,500,10.0,10,0.5388161531762893,,0.26923368789207763
0.005,15.874507866387544,50,500,10.0,11,0.9701414159022961,,0.4741933568075596
0.005,15.874507866387544,50,500,10.0,12,-0.7972902471970621,,1.8455781854493973
0.005,15.874507866387544,50,500,10.0,13,0.5639240129809061,,0.6468997464538311
0.005,15.874507866387544,50,500,10.0,14,-0.4262998175369329,,2.0290695977376063
0.005,15.874507866387544,50,500,10.0,15,-1.5390738295629227,,1.2089122554651541
0.005,15.874507866387544,50,500,10.0,16,1.5143805082441382,,0.12246350123099416
0.005,15.874507866387544,50,500,10.0,17,-0.1797027855636905,,-0.35605618963112906
0.005,15.874507866387544,50,500,10.0,18,2.5456775562728113,,2.4663458229778428
0.005,15.874507866387544,50,500,10.0,19,0.5811732392228064,,1.833543074356643
0.005,15.874507866387544,50,500,10.0,20,0.6000174307441425,,-0.5238482858042459
0.005,15.874507866387544,50,500,10.0,21,0.6436182385146565,,1.1344770911822002
0.005,15.874507866387544,50,500,10.0,22,2.3226486222879843,,2.990207923290327
0.005,15.874507866387544,50,500,10.0,23,0.5845235165179035,,2.9358466376914545
0.005,15.874507866387544,50,500,10.0,24,-1.3109046119151173,,1.4477220963637696
0.005,15.874507866387544,50,500,10.0,25,-0.795361600763692,,0.20800254062936896
0.005,15.874507866387544,50,500,10.0,26,2.1695090665864716,,-0.27859012709801395
0.005,15.874507866387544,50,500,10.0,27,0.5119394891304265,,-0.9354591748953534
0.005,15.874507866387544,50,500,10.0,28,-0.6856819076379548,,5.255157144328687
0.005,15.874507866387544,50,500,10.0,29,-0.08502392564823828,,-0.4983990016076767
0.005,15.874507866387544,50,500,10.0,30,2.8954774134546457,,2.5564904223340417
0.005,15.874507866387544,50,500,10.0,31,1.6184965493103431,,1.5617502043920937
0.005,15.874507866387544,50,500,10.0,32,-0.6477336738431487,,-2.450986280575113
0.005,15.874507866387544,50,500,10.0,33,3.175440254060235,,1.733749904139186
0.005,15.874507866387544,50,500,10.0,34,-0.7698015856767519,,0.8719967078829987
0.005,15.874507866387544,50,500,10.0,35,0.4932947890116454,,1.7168077622203768
0.005,15.874507866387544,50,500,10.0,36,1.789379893636189,,2.6913823418385587
0.005,15.874507866387544,50,500,10.0,37,-1.2240930750740104,,-2.920632187857352
0.005,15.874507866387544,50,500,10.0,38,2.668243333401528,,2.1243643217694728
0.005,15.874507866387544,50,500,10.0,39,0.7646621862847759,,-1.5342319703937577
0.005,15.874507866387544,50,500,10.0,40,0.6717162991315592,,-0.12775528762480917
0.005,15.874507866387544,50,500,10.0,41,0.4744671269931372,,-1.3813705456581127
0.005,15.874507866387544,50,500,10.0,42,1.027970138770084,,0.7094631577860303
0.005,15.874507866387544,50,500,10.0,43,1.7556336293783132,,1.3042860658749025
0.005,15.874507866387544,50,500,10.0,44,0.4863989921930237,,2.2424367211095535
0.005,15.874507866387544,50,500,10.0,45,0.47235667077696447,,-0.2552579689377136
0.005,15.874507866387544,50,500,10.0,46,1.5963041781924878,,-0.5594149452880531
0.005,15.874507866387544,50,500,10.0,47,-1.0481287244905022,,-1.253739328696343
0.005,15.874507866387544,50,500,10.0,48,1.8789642236557091,,0.5024335772168571
0.005,15.874507866387544,50,500,10.0,49,2.3643409817858285,,1.4707239814517563
0.01,31.74901573277509,50,100,2.0,0,13.43140323126799,,-1.3886298394402852
0.01,31.74901573277509,50,100,2.0,1,13.181710151976144,,-0.24353810202176016
0.01,31.74901573277509,50,100,2.0,2,24.028621185398002,,-0.9968540705095391
0.01,31.74901573277509,50,100,2.0,3,17.534984536077012,,1.488980111946342
0.01,31.74901573277509,50,100,2.0,4,21.487183862066985,,0.4065090630467949
0.01,31.74901573277509,50,100,2.0,5,28.889722687505888,,-0.2752723518258912
0.01,31.74901573277509,50,100,2.0,6,16.21443953857194,,0.24229470138001719
0.01,31.74901573277509,50,100,2.0,7,30.904240678246982,,-0.3642731613417734
0.01,31.74901573277509,50,100,2.0,8,7.999427219339144,,-1.4654863866727
0.01,31.74901573277509,50,100,2.0,9,27.85133435030881,,0.4975108552058603
0.01,31.74901573277509,50,100,2.0,10,11.612188558078843,,-0.9046350192300406
0.01,31.74901573277509,50,100,2.0,11,17.014107997041798,,-1.3342199454205852
0.01,31.74901573277509,50,100,2.0,12,15.84973373617623,,-0.3192229845102726
0.01,31.74901573277509,50,100,2.0,13,20.36380701493807,,2.370241985513045
0.01,31.74901573277509,50,100,2.0,14,23.2651479606614,,3.2794184389638676
0.01,31.74901573277509,50,100,2.0,15,17.932675105913926,,0.634501261251179
0.01,31.74901573277509,50,100,2.0,16,21.05178777423073,,0.45203564976212657
0.01,31.74901573277509,50,100,2.0,17,5.981147579959339,,2.2110111798506296
0.01,31.74901573277509,50,100,2.0,18,14.644112935718264,,-1.5316054443560314
0.01,31.74901573277509,50,100,2.0,19,23.477151337458796,,1.8630893472021353
0.01,31.74901573277509,50,100,2.0,20,24.349197053099875,,-0.2635434508277172
0.01,31.74901573277509,50,100,2.0,21,18.50442433314036,,-0.015583219727597143
0.01,31.74901573277509,50,100,2.0,22,19.951181514563785,,3.692641494293559
0.01,31.74901573277509,50,100,2.0,23,17.002816851880333,,1.3232621777573692
0.01,31.74901573277509,50,100,2.0,24,15.807640019322184,,0.5547489830567743
0.01,31.74901573277509,50,100,2.0,25,22.536498829629544,,0.6377553196822134
0.01,31.74901573277509,50,100,2.0,26,12.834953811048388,,-0.4937739279662699
0.01,31.74901573277509,50,100,2.0,27,25.96479983182057,,1.8982002633931194
0.01,31.74901573277509,50,100,2.0,28,30.784589240108723,,-0.22152429602609525
0.01,31.74901573277509,50,100,2.0,29,19.13604348542653,,0.9730276463733103
0.01,31.74901573277509,50,100,2.0,30,18.31116458030717,,0.803585169601522
0.01,31.74901573277509,50,100,2.0,31,23.675034322530426,,1.8414964559311644
0.01,31.74901573277509,50,100,2.0,32,14.370428622612078,,0.5852319995023016
0.01,31.74901573277509,50,100,2.0,33,10.72433624215825,,3.1873149887893786
0.01,31.74901573277509,50,100,2.0,34,24.690448615408883,,2.141578649809279
0.01,31.74901573277509,50,100,2.0,35,14.34017746393909,,-2.206476287873668
0.01,31.74901573277509,50,100,2.0,36,20.664571984691793,,1.72440637646214
0.01,31.74901573277509,50,100,2.0,37,19.895739633654802,,1.7269559772592225
0.01,31.74901573277509,50,100,2.0,38,29.493530242088404,,1.9280647376406452
0.01,31.74901573277509,50,100,2.0,39,18.947875381962533,,-0.6545030103073295
0.01,31.74901573277509,50,100,2.0,40,24.663515275915294,,1.1805964896337797
0.01,31.74901573277509,50,100,2.0,41,16.19309633261978,,-0.1973083165881875
0.01,31.74901573277509,50,100,2.0,42,8.512082828808488,,0.9059316335447295
0.01,31.74901573277509,50,100,2.0,43,35.62014122324293,,0.4377542678523991
0.01,31.74901573277509,50,100,2.0,44,18.866767858627483,,0.02080999376467237
0.01,31.74901573277509,50,100,2.0,45,23.704984719194655,,0.5118604808810379
0.01,31.74901573277509,50,100,2.0,46,25.441102593614442,,2.392344673374067
0.01,31.74901573277509,50,100,2.0,47,19.248252612887306,,1.5713278901164114
0.01,31.74901573277509,50,100,2.0,48,10.525206663735483,,3.6340530569636527
0.01,31.74901573277509,50,100,2.0,49,21.334315388067868,,0.17562988203374863
0.01,31.74901573277509,50,250,5.0,0,8.691132968181433,,-0.5921571553126309
0.01,31.74901573277509,50,250,5.0,1,6.364697543876483,,1.0082711314854207
0.01,31.74901573277509,50,250,5.0,2,9.008942222049436,,2.3091087414836253
0.01,31.74901573277509,50,250,5.0,3,12.846057532322567,,0.01364832904200304
0.01,31.74901573277509,50,250,5.0,4,9.643678547552737,,1.9300548440895802
0.01,31.74901573277509,50,250,5.0,5,7.453637177887641,,-0.008913057358222412
0.01,31.74901573277509,50,250,5.0,6,7.018583612411072,,3.36456926387573
0.01,31.74901573277509,50,250,5.0,7,12.764068005728767,,2.7705032856755287
0.01,31.74901573277509,50,250,5.0,8,0.8477716884637061,,3.3419329487351623
0.01,31.74901573277509,50,250,5.0,9,19.229633771004327,,0.7074996453782326
0.01,31.74901573277509,50,250,5.0,10,6.968895716421276,,0.5825218636208706
0.01,31.74901573277509,50,250,5.0,11,7.063555234581216,,3.577852055053977
0.01,31.74901573277509,50,250,5.0,12,6.262893009415075,,-0.18676290960706304
0.01,31.74901573277509,50,250,5.0,13,5.897510914880605,,1.821764859968736
0.01,31.74901573277509,50,250,5.0,14,7.171758623276807,,0.20499906147534122
0.01,31.74901573277509,50,250,5.0,15,13.830904018187272,,0.9047435260467185
0.01,31.74901573277509,50,250,5.0,16,14.14518720430878,,2.133036273917341
0.01,31.74901573277509,50,250,5.0,17,3.90979560025369,,0.7790119273652827
0.01,31.74901573277509,50,250,5.0,18,13.355958395341423,,1.1027620929531332
0.01,31.74901573277509,50,250,5.0,19,2.7156356619534194,,-0.6257482913427127
0.01,31.74901573277509,50,250,5.0,20,2.7030168471273637,,0.8326303538921287
0.01,31.74901573277509,50,250,5.0,21,15.551885377305316,,0.4650559612875332
0.01,31.74901573277509,50,250,5.0,22,7.903349378078509,,3.4753654581359386
0.01,31.74901573277509,50,250,5.0,23,6.767140655719584,,3.125802157912379
0.01,31.74901573277509,50,250,5.0,24,-0.31332772187761243,,-1.9375693586950087
0.01,31.74901573277509,50,250,5.0,25,9.709802490327407,,1.1905334900253892
0.01,31.74901573277509,50,250,5.0,26,5.553174336067647,,-0.0218811633242752
0.01,31.74901573277509,50,250,5.0,27,8.209113553539598,,1.994605419754849
0.01,31.74901573277509,50,250,5.0,28,8.44209252159522,,1.6078835850910562
0.01,31.74901573277509,50,250,5.0,29,5.981728394861251,,2.751389316739737
0.01,31.74901573277509,50,250,5.0,30,4.85439785996012,,2.8249522481869773
0.01,31.74901573277509,50,250,5.0,31,13.551851442522738,,1.2761218860327388
0.01,31.74901573277509,50,250,5.0,32,9.943759035624925,,2.0172477005748455
0.01,31.74901573277509,50,250,5.0,33,14.91036891368096,,2.3889020228758726
0.01,31.74901573277509,50,250,5.0,34,9.23299686603192,,0.23198850200141125
0.01,31.74901573277509,50,250,5.0,35,9.607169550511324,,0.4358157905878288
0.01,31.74901573277509,50,250,5.0,36,4.048778002703875,,1.9348937959660657
0.01,31.74901573277509,50,250,5.0,37,5.659366012579626,,-0.766901979405771
0.01,31.74901573277509,50,250,5.0,38,9.303685295572928,,1.4805166497459425
0.01,31.74901573277509,50,250,5.0,39,9.20417689490151,,1.5593216696460908
0.01,31.74901573277509,50,250,5.0,40,7.544319794845386,,0.5394122109834747
0.01,31.74901573277509,50,250,5.0,41,7.6981148517745845,,2.3198127775500446
0.01,31.74901573277509,50,250,5.0,42,4.793897882860954,,2.055593057775879
0.01,31.74901573277509,50,250,5.0,43,13.45479257677093,,2.003917170217816
0.01,31.74901573277509,50,250,5.0,44,8.498683851774215,,1.291307488892426
0.01,31.74901573277509,50,250,5.0,45,18.861229774510992,,0.5044711154460246
0.01,31.74901573277509,50,250,5.0,46,7.551219074231699,,1.1971982465000535
0.01,31.74901573277509,50,250,5.0,47,6.021269948875671,,0.48018267704377615
0.01,31.74901573277509,50,250,5.0,48,5.4671170992374325,,2.9601019501023274
0.01,31.74901573277509,50,250,5.0,49,13.845037364038527,,-0.050031439836361456
0.01,31.74901573277509,50,500,10.0,0,0.5136301226251294,,1.4855547203064496
0.01,31.74901573277509,50,500,10.0,1,2.8933441993966387,,-0.652475007301217
0.01,31.74901573277509,50,500,10.0,2,0.7807663236826505,,0.7025739492936872
0.01,31.74901573277509,50,500,10.0,3,1.6256195634085573,,1.3972899665683092
0.01,31.74901573277509,50,500,10.0,4,1.516315215877807,,0.6543401357148735
0.01,31.74901573277509,50,500,10.0,5,2.362408594253864,,1.0492008625608493
0.01,31.74901573277509,50,500,10.0,6,1.5319824865589533,,0.11249870073677931
0.01,31.74901573277509,50,500,10.0,7,0.605460411918469,,-3.6727580029462517
0.01,31.74901573277509,50,500,10.0,8,-0.8291815751688897,,0.6755663244454057
0.01,31.74901573277509,50,500,10.0,9,-0.05668679233231128,,0.1230398532838886
0.01,31.74901573277509,50,500,10.0,10,1.074799718455361,,0.44684210288431997
0.01,31.74901573277509,50,500,10.0,11,2.246295961853045,,0.7258213499762639
0.01,31.74901573277509,50,500,10.0,12,-0.40578605847224125,,2.0492400846386225
0.01,31.74901573277509,50,500,10.0,13,1.3192270576446705,,0.9703113689397206
0.01,31.74901573277509,50,500,10.0,14,0.2900293737005681,,2.246493460613539
0.01,31.74901573277509,50,500,10.0,15,-1.4410810104948706,,1.2669000618432031
0.01,31.74901573277509,50,500,10.0,16,3.2960488152291174,,0.49645815773676977
0.01,31.74901573277509,50,500,10.0,17,-0.05848804153538305,,-0.3140741134161121
0.01,31.74901573277509,50,500,10.0,18,3.558345777880742,,2.7112173053178816
0.01,31.74901573277509,50,500,10.0,19,0.8604746044585109,,1.9768883594639268
0.01,31.74901573277509,50,500,10.0,20,0.6324127535775329,,-0.510029101324644
0.01,31.74901573277509,50,500,10.0,21,0.7206083953714831,,1.1725161803052897
0.01,31.74901573277509,50,500,10.0,22,2.639899711083177,,3.087221990996755
0.01,31.74901573277509,50,500,10.0,23,0.7626610207758509,,2.99408500292712
0.01,31.74901573277509,50,500,10.0,24,-1.1009401987831444,,1.570476998167859
0.01,31.74901573277509,50,500,10.0,25,0.5154365083334389,,0.6954048249754703
0.01,31.74901573277509,50,500,10.0,26,2.6849072604058857,,-0.2668425436515609
0.01,31.74901573277509,50,500,10.0,27,1.3627537028630325,,-0.670737212669345
0.01,31.74901573277509,50,500,10.0,28,-0.22168679832221547,,5.254902981013708
0.01,31.74901573277509,50,500,10.0,29,1.1353048580496836,,0.20965038635962244
0.01,31.74901573277509,50,500,10.0,30,3.6911843674724327,,2.6541731183421025
0.01,31.74901573277509,50,500,10.0,31,1.8661693010587093,,1.6400873928531943
0.01,31.74901573277509,50,500,10.0,32,-0.15646520357908436,,-2.2873330721022387
0.01,31.74901573277509,50,500,10.0,33,4.792222493247225,,1.905449150650176
0.01,31.74901573277509,50,500,10.0,34,-0.418368067149846,,1.0071592514950842
0.01,31.74901573277509,50,500,10.0,35,1.4282533512152016,,2.1440437380475994
0.01,31.74901573277509,50,500,10.0,36,3.1070475314121833,,3.241543490346045
0.01,31.74901573277509,50,500,10.0,37,-1.0946975516164696,,-2.8757242665155784
0.01,31.74901573277509,50,500,10.0,38,4.634667979999079,,2.54175930388549
0.01,31.74901573277509,50,500,10.0,39,1.072411907374111,,-1.4028467562254192
0.01,31.74901573277509,50,500,10.0,40,1.4838938905053412,,0.17756932730266464
0.01,31.74901573277509,50,500,10.0,41,0.7164471006147922,,-1.2740893783995941
0.01,31.74901573277509,50,500,10.0,42,1.2514999102166238,,0.7901190595186163
0.01,31.74901573277509,50,500,10.0,43,2.0491685382517693,,1.353749493678216
0.01,31.74901573277509,50,500,10.0,44,1.224455202739371,,2.477870567305243
0.01,31.74901573277509,50,500,10.0,45,2.0354170108764285,,-0.1310112584793495
0.01,31.74901573277509,50,500,10.0,46,2.309042447061709,,-0.24795523810704637
0.01,31.74901573277509,50,500,10.0,47,-0.9887661463846492,,-1.2220174326631372
0.01,31.74901573277509,50,500,10.0,48,3.651727537479021,,1.1210568783084232
0.01,31.74901573277509,50,500,10.0,49,3.1755345176147878,,1.5456743776564204
0.02,63.49803146555018,50,100,2.0,0,27.38003125660666,,-0.6836810495879981
0.02,63.49803146555018,50,100,2.0,1,26.65832543639346,,0.10465058538091332
0.02,63.49803146555018,50,100,2.0,2,47.121688448311886,,-0.9785978591251009
0.02,63.49803146555018,50,100,2.0,3,36.35227805005624,,1.681437772281644
0.02,63.49803146555018,50,100,2.0,4,44.19997372571586,,0.04219794635377263
0.02,63.49803146555018,50,100,2.0,5,56.550732213141664,,-0.020603258656131506
0.02,63.49803146555018,50,100,2.0,6,33.696153633427365,,-0.038216213820180575
0.02,63.49803146555018,50,100,2.0,7,59.2761347199574,,-0.4305955535752891
0.02,63.49803146555018,50,100,2.0,8,16.024494323671572,,-0.20862902104615194
0.02,63.49803146555018,50,100,2.0,9,55.37131862790289,,0.4741673748862575
0.02,63.49803146555018,50,100,2.0,10,23.879314547125745,,-0.21781541344803235
0.02,63.49803146555018,50,100,2.0,11,35.88401334809421,,-1.6693393807266357
0.02,63.49803146555018,50,100,2.0,12,32.35176443624508,,0.5682234758826397
0.02,63.49803146555018,50,100,2.0,13,40.80849569266489,,2.0759455359377057
0.02,63.49803146555018,50,100,2.0,14,47.684682214978594,,3.04873041219508
0.02,63.49803146555018,50,100,2.0,15,35.39248117475792,,0.6154099251395321
0.02,63.49803146555018,50,100,2.0,16,41.779043117172336,,0.7107083019782277
0.02,63.49803146555018,50,100,2.0,17,12.97169568137827,,1.3350888104229848
0.02,63.49803146555018,50,100,2.0,18,30.06872523350427,,-0.7902571196271743
0.02,63.49803146555018,50,100,2.0,19,46.601371113917885,,1.6570680325717626
0.02,63.49803146555018,50,100,2.0,20,50.119555859301364,,-0.04690466875876065
0.02,63.49803146555018,50,100,2.0,21,37.909253124918685,,0.21964207343993414
0.02,63.49803146555018,50,100,2.0,22,39.1058286726471,,3.680701776046953
0.02,63.49803146555018,50,100,2.0,23,34.67242675418299,,1.5172725193656396
0.02,63.49803146555018,50,100,2.0,24,33.04170594942752,,0.9292658613763567
0.02,63.49803146555018,50,100,2.0,25,44.08904084902606,,0.6936201214268056
0.02,63.49803146555018,50,100,2.0,26,27.01588456176186,,0.4253949849079002
0.02,63.49803146555018,50,100,2.0,27,50.23492020779462,,1.9630592142716885
0.02,63.49803146555018,50,100,2.0,28,62.510926013538686,,-0.016868949233512
0.02,63.49803146555018,50,100,2.0,29,38.20750570634539,,1.4062714790243374
0.02,63.49803146555018,50,100,2.0,30,35.98012496750534,,0.5849608120055351
0.02,63.49803146555018,50,100,2.0,31,47.684236455808026,,1.9107786637440103
0.02,63.49803146555018,50,100,2.0,32,27.63717616154953,,0.5484068711309902
0.02,63.49803146555018,50,100,2.0,33,21.08917914359112,,2.4434768766698958
0.02,63.49803146555018,50,100,2.0,34,50.63636157629433,,2.0362967216381835
0.02,63.49803146555018,50,100,2.0,35,29.883733612553648,,-2.0065440217481494
0.02,63.49803146555018,50,100,2.0,36,40.026320970275414,,1.7317797679589586
0.02,63.49803146555018,50,100,2.0,37,38.9596847535479,,2.1028903432330526
0.02,63.49803146555018,50,100,2.0,38,58.53285533698666,,1.983707197830491
0.02,63.49803146555018,50,100,2.0,39,38.59985697308067,,-0.2846703488294728
0.02,63.49803146555018,50,100,2.0,40,49.06589065826189,,1.1054088603931802
0.02,63.49803146555018,50,100,2.0,41,31.78410486376022,,-0.48005992038430245
0.02,63.49803146555018,50,100,2.0,42,17.57068721990659,,1.3953416946717638
0.02,63.49803146555018,50,100,2.0,43,72.07212497570859,,0.5350963573861577
0.02,63.49803146555018,50,100,2.0,44,39.61536400611622,,0.6781952854495544
0.02,63.49803146555018,50,100,2.0,45,47.238586279112056,,0.49468054189889454
0.02,63.49803146555018,50,100,2.0,46,52.48827993913427,,2.3559517168971453
0.02,63.49803146555018,50,100,2.0,47,38.911151720223394,,1.7762518022424536
0.02,63.49803146555018,50,100,2.0,48,21.139812045425323,,3.0911200429745964
0.02,63.49803146555018,50,100,2.0,49,41.286359740233564,,0.3631829833672459
0.02,63.49803146555018,50,250,5.0,0,16.682747365954146,,-0.3896734562496314
0.02,63.49803146555018,50,250,5.0,1,12.009327499913484,,1.27525543565059
0.02,63.49803146555018,50,250,5.0,2,17.851287692384556,,2.988577518082438
0.02,63.49803146555018,50,250,5.0,3,25.46185060511938,,0.2555981929748064
0.02,63.49803146555018,50,250,5.0,4,19.61050311527811,,1.1227259442511488
0.02,63.49803146555018,50,250,5.0,5,15.109223649566584,,0.5962104706423914
0.02,63.49803146555018,50,250,5.0,6,12.71809199258021,,3.2726462055778316
0.02,63.49803146555018,50,250,5.0,7,25.336511527212572,,2.2294815811778497
0.02,63.49803146555018,50,250,5.0,8,1.4563944342530066,,3.572692559256616
0.02,63.49803146555018,50,250,5.0,9,38.61578213309899,,0.36720732440968523
0.02,63.49803146555018,50,250,5.0,10,12.69295512421425,,1.5872054827001973
0.02,63.49803146555018,50,250,5.0,11,14.337672820294054,,3.561622031719096
0.02,63.49803146555018,50,250,5.0,12,12.638012717277958,,0.3897186528771809
0.02,63.49803146555018,50,250,5.0,13,10.328349833791721,,2.600016167541019
0.02,63.49803146555018,50,250,5.0,14,15.791143531368435,,1.025693198619244
0.02,63.49803146555018,50,250,5.0,15,28.34241166406712,,1.4919278742417217
0.02,63.49803146555018,50,250,5.0,16,27.36129174260696,,2.0133544475669325
0.02,63.49803146555018,50,250,5.0,17,6.720420709884668,,1.6785514218740638
0.02,63.49803146555018,50,250,5.0,18,25.070634959181362,,0.5079770153994035
0.02,63.49803146555018,50,250,5.0,19,5.999222324964454,,-0.26647740991667673
0.02,63.49803146555018,50,250,5.0,20,4.090434709535271,,1.4583145321083422
0.02,63.49803146555018,50,250,5.0,21,29.635434153382686,,0.5540031433299407
0.02,63.49803146555018,50,250,5.0,22,15.42537474510157,,3.0656459197855392
0.02,63.49803146555018,50,250,5.0,23,13.767463056093433,,3.830952596956372
0.02,63.49803146555018,50,250,5.0,24,1.030298648828527,,-1.5226127664078828
0.02,63.49803146555018,50,250,5.0,25,17.349982216869837,,1.4979659631019089
0.02,63.49803146555018,50,250,5.0,26,10.779784905752926,,0.46051036162152786
