lambda_NIO,lambda_ann_pct,N,T,T/N,trial,t_oracle,t_ols,t_lasso
0.02,63.49803146555018,50,250,5.0,27,16.32054280139116,,2.1885216956625664
0.02,63.49803146555018,50,250,5.0,28,16.653352203696727,,1.827675926196657
0.02,63.49803146555018,50,250,5.0,29,10.935360499195172,,2.584338185399433
0.02,63.49803146555018,50,250,5.0,30,9.225192080928066,,2.1217221601467777
0.02,63.49803146555018,50,250,5.0,31,29.145403410443688,,1.6272568165446515
0.02,63.49803146555018,50,250,5.0,32,19.382092402027943,,2.5846474889750777
0.02,63.49803146555018,50,250,5.0,33,30.051706740193946,,2.6285796622682454
0.02,63.49803146555018,50,250,5.0,34,18.394380565374487,,1.0441345179207113
0.02,63.49803146555018,50,250,5.0,35,18.8531229638651,,1.2130825545813066
0.02,63.49803146555018,50,250,5.0,36,8.135771185301545,,2.712194096461131
0.02,63.49803146555018,50,250,5.0,37,11.92289093356557,,0.8424485387254889
0.02,63.49803146555018,50,250,5.0,38,19.798672201594428,,1.0663909311984658
0.02,63.49803146555018,50,250,5.0,39,17.690002755044702,,1.875490652389892
0.02,63.49803146555018,50,250,5.0,40,16.968651883200437,,0.9559707433344916
0.02,63.49803146555018,50,250,5.0,41,17.277415285331656,,2.7910943092137477
0.02,63.49803146555018,50,250,5.0,42,8.823216737798651,,2.091942513638997
0.02,63.49803146555018,50,250,5.0,43,26.92330624583395,,1.670637841617947
0.02,63.49803146555018,50,250,5.0,44,18.352140774994503,,0.9509312120688131
0.02,63.49803146555018,50,250,5.0,45,37.76791980403866,,0.7604035385696146
0.02,63.49803146555018,50,250,5.0,46,12.926901443516885,,0.9040140103476058
0.02,63.49803146555018,50,250,5.0,47,11.15982160973022,,0.9758381577568991
0.02,63.49803146555018,50,250,5.0,48,11.420346655778983,,2.0832839179963787
0.02,63.49803146555018,50,250,5.0,49,27.765147814274037,,0.2571280130383442
0.02,63.49803146555018,50,500,10.0,0,1.455145608481783,,1.9247421951827537
0.02,63.49803146555018,50,500,10.0,1,4.4708849539710025,,-0.28649157068030096
0.02,63.49803146555018,50,500,10.0,2,1.975886445562624,,0.9943062441614146
0.02,63.49803146555018,50,500,10.0,3,3.485588097789726,,2.2447299776467076
0.02,63.49803146555018,50,500,10.0,4,2.5866178168756955,,1.2779096258633393
0.02,63.49803146555018,50,500,10.0,5,4.5701638636169974,,1.856865278684586
0.02,63.49803146555018,50,500,10.0,6,2.928156633565809,,0.6223401856267479
0.02,63.49803146555018,50,500,10.0,7,2.2065729675930417,,-3.2457506794918345
0.02,63.49803146555018,50,500,10.0,8,-0.711945576000464,,0.721149783955269
0.02,63.49803146555018,50,500,10.0,9,0.5596222546015741,,0.36176218901734075
0.02,63.49803146555018,50,500,10.0,10,2.146766849013504,,0.7825331642113739
0.02,63.49803146555018,50,500,10.0,11,4.798605053754546,,1.099711758298043
0.02,63.49803146555018,50,500,10.0,12,0.3772223189773998,,2.452129940275455
0.02,63.49803146555018,50,500,10.0,13,2.8298331469722005,,1.5581908063832972
0.02,63.49803146555018,50,500,10.0,14,1.7226877561755694,,2.6073651077847795
0.02,63.49803146555018,50,500,10.0,15,-1.2450953723587666,,1.383896036202574
0.02,63.49803146555018,50,500,10.0,16,6.859385429199077,,1.001222916611152
0.02,63.49803146555018,50,500,10.0,17,0.18394144652123193,,-0.2299217187425102
0.02,63.49803146555018,50,500,10.0,18,5.583682221096601,,3.0286559024049704
0.02,63.49803146555018,50,500,10.0,19,1.419077334929918,,2.255649568764547
0.02,63.49803146555018,50,500,10.0,20,0.6972033992443143,,-0.48241162913214153
0.02,63.49803146555018,50,500,10.0,21,0.8745887090851358,,1.2481941737703623
0.02,63.49803146555018,50,500,10.0,22,3.2744018886735606,,3.259165680125336
0.02,63.49803146555018,50,500,10.0,23,1.118936029291747,,3.104156595465686
0.02,63.49803146555018,50,500,10.0,24,-0.681011372519198,,1.8191595305528052
0.02,63.49803146555018,50,500,10.0,25,3.1370327265277016,,1.552481206697001
0.02,63.49803146555018,50,500,10.0,26,3.7157036480447116,,-0.24206566729401108
0.02,63.49803146555018,50,500,10.0,27,3.0643821303282435,,-0.16656305610445388
0.02,63.49803146555018,50,500,10.0,28,0.7063034203092626,,5.145149516204799
0.02,63.49803146555018,50,500,10.0,29,3.575962425445517,,1.482457477056295
0.02,63.49803146555018,50,500,10.0,30,5.282598275508001,,2.7617717062633487
0.02,63.49803146555018,50,500,10.0,31,2.3615148045554406,,1.7884355023961682
0.02,63.49803146555018,50,500,10.0,32,0.8260717369490455,,-1.9343156472460241
0.02,63.49803146555018,50,500,10.0,33,8.0257869716212,,2.0449698857595076
0.02,63.49803146555018,50,500,10.0,34,0.2844989699039663,,1.2744806580516201
0.02,63.49803146555018,50,500,10.0,35,3.2981704756223142,,2.8653795673852436
0.02,63.49803146555018,50,500,10.0,36,5.7423828069641765,,3.9668923610724702
0.02,63.49803146555018,50,500,10.0,37,-0.8359065047013877,,-2.782762526684105
0.02,63.49803146555018,50,500,10.0,38,8.56751727319418,,2.904457140555886
0.02,63.49803146555018,50,500,10.0,39,1.6879113495527827,,-1.142124386379997
0.02,63.49803146555018,50,500,10.0,40,3.108249073252906,,0.7351775229004246
0.02,63.49803146555018,50,500,10.0,41,1.2004070478581021,,-1.0601028624972078
0.02,63.49803146555018,50,500,10.0,42,1.6985594531097055,,0.9471465733069134
0.02,63.49803146555018,50,500,10.0,43,2.6362383559986826,,1.443494418673706
0.02,63.49803146555018,50,500,10.0,44,2.700567623832067,,2.8518772388348648
0.02,63.49803146555018,50,500,10.0,45,5.161537691075353,,0.08162742613623289
0.02,63.49803146555018,50,500,10.0,46,3.734518984800151,,0.31795880014574457
0.02,63.49803146555018,50,500,10.0,47,-0.8700409901729425,,-1.158307758615243
0.02,63.49803146555018,50,500,10.0,48,7.197254165125647,,1.9561305822110404
0.02,63.49803146555018,50,500,10.0,49,4.797921589272704,,1.6373431384699988
